timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1635460147962,-0.20019531,-0.97369385,0.16815186,1.546875,1.296875,0.140625,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460147980,-0.21557617,-1.0061646,0.16668701,2.234375,1.484375,0.578125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148019,-0.21826172,-0.98883057,0.16400146,2.375,1.984375,0.65625,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148074,-0.20166016,-0.99176025,0.1630249,2.28125,2.5,0.609375,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148093,-0.19848633,-0.98638916,0.17327881,1.828125,1.78125,0.390625,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148131,-0.20581055,-0.98809814,0.16741943,1.546875,2.71875,0.46875,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148169,-0.20385742,-0.9812622,0.17132568,1.21875,2.03125,0.1875,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148208,-0.19604492,-0.9956665,0.17327881,1.234375,2.703125,0.03125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148244,-0.19677734,-0.99102783,0.18011475,0.890625,2.578125,-0.28125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148300,-0.19140625,-0.9817505,0.1918335,0.546875,2.8125,-0.390625,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148339,-0.19042969,-0.9824829,0.20574951,0.953125,1.828125,-0.390625,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148376,-0.18554688,-0.99884033,0.19940186,-1.046875,2.3125,-1.375,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148413,-0.18969727,-1.0044556,0.2008667,-0.546875,0.34375,-0.984375,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148450,-0.17407227,-0.9998169,0.21038818,-0.515625,-0.828125,-1.1875,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148487,-0.15917969,-0.9883423,0.19769287,1.265625,2.03125,-0.484375,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148529,-0.16967773,-0.9990845,0.20428467,0.828125,3.734375,-0.484375,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148565,-0.14892578,-0.9981079,0.1918335,-0.625,1.234375,-0.5,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148600,-0.1418457,-0.99468994,0.19696045,-2.015625,-1.75,-0.8125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148637,-0.14892578,-1.0022583,0.20428467,-0.453125,-3.859375,0.078125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148694,-0.14624023,-0.99298096,0.18450928,1.890625,-6.390625,2.8125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148731,-0.123046875,-0.9824829,0.184021,1.671875,-11.4375,4.578125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148769,-0.15112305,-1.0064087,0.20306396,0.5625,-14.703125,5.421875,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148806,-0.15063477,-0.96588135,0.18157959,-0.78125,-15.75,7.203125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148844,-0.13671875,-0.9043579,0.124694824,0.28125,-11.953125,10.234375,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148881,-0.16625977,-0.90509033,0.13153076,2.40625,-18.515625,9.171875,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148922,-0.22338867,-0.94659424,0.12225342,1.765625,-17.6875,9.046875,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148956,-0.22485352,-0.958313,0.11834717,2.890625,-12.609375,11.140625,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460148994,-0.24511719,-1.036438,0.2243042,9.96875,-14.9375,10.75,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460149035,-0.18115234,-1.1218872,0.26434326,7.5,-13.84375,9.921875,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460149068,-0.1315918,-1.038147,0.26898193,8.828125,-14.5,9.078125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460149125,-0.11645508,-0.96099854,0.2411499,8.25,-18.90625,7.25,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460149163,-0.10473633,-0.9187622,0.23431396,9.40625,-22.0,6.8125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460149200,-0.15576172,-0.8899536,0.26312256,10.875,-23.171875,5.609375,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460149237,-0.17797852,-0.8621216,0.277771,9.84375,-21.1875,5.59375,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
1635460149276,-0.18310547,-0.8755493,0.32806396,9.765625,-19.328125,7.03125,Respeck,Movement,9,s2106215,,Respeck_s2106215_Movement_28-10-2021_23-29-29
