timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1635438213893,-0.00390625,-1.000061,0.15618896,3.796875,4.4375,0.328125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438213932,0.0146484375,-1.0142212,0.14886475,4.84375,2.328125,1.0625,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438213968,0.0034179688,-1.013977,0.14837646,5.140625,2.625,1.546875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214005,-0.017578125,-0.9993286,0.14569092,6.890625,2.515625,1.546875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214044,-0.03466797,-1.0181274,0.13934326,5.78125,3.15625,1.125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214080,-0.03466797,-0.98687744,0.13543701,7.46875,2.1875,1.390625,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214118,-0.008056641,-1.0115356,0.1564331,5.515625,1.796875,2.046875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214175,0.017089844,-1.0147095,0.16326904,7.046875,-5.109375,2.0,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214213,-0.008056641,-1.0303345,0.15863037,5.53125,-4.75,1.6875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214250,-0.0014648438,-0.98443604,0.13226318,7.375,-5.640625,2.90625,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214287,-0.037597656,-0.975647,0.13079834,8.40625,-5.390625,3.03125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214324,-0.014404297,-0.9907837,0.13323975,8.484375,-5.71875,3.375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214361,-0.013183594,-0.99102783,0.14764404,9.5625,-5.15625,3.1875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214399,-0.026855469,-0.9937134,0.1473999,8.578125,-6.265625,3.375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214437,-0.02709961,-0.9651489,0.14031982,9.375,-5.0625,3.53125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214473,-0.050048828,-0.98101807,0.12884521,9.953125,0.71875,2.984375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214512,-0.04296875,-0.9612427,0.13519287,10.390625,1.40625,3.125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214643,-0.041992188,-0.95269775,0.13250732,11.8125,5.671875,5.46875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214647,-0.057861328,-0.99786377,0.1251831,10.984375,8.609375,5.828125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214651,-0.043945312,-1.0410767,0.13397217,13.578125,13.015625,6.671875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214680,0.00048828125,-1.000061,0.12884521,-57.953125,-0.8125,-1.890625,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214737,-0.030517578,-1.0044556,0.44207764,24.328125,0.828125,9.453125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214755,-0.024658203,-1.1387329,0.20477295,19.796875,16.5,10.3125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214812,-0.017089844,-1.1931763,0.23773193,5.25,-5.828125,12.78125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214831,0.079589844,-1.2632446,0.28631592,-6.796875,-23.484375,19.984375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214869,0.31835938,-1.0620728,-0.18389893,0.328125,-23.5,23.203125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214906,0.37963867,-0.8989868,-0.26690674,-7.78125,-14.234375,16.9375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438214980,0.14819336,-1.104065,0.094177246,-5.65625,-17.28125,1.53125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215000,0.3400879,-1.1817017,0.09954834,4.515625,-23.5,-5.46875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215036,0.21850586,-1.0379028,-6.1035156e-05,1.140625,-12.984375,1.03125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215073,0.1628418,-0.76519775,0.06463623,4.4375,-15.984375,7.734375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215111,0.15283203,-0.6272583,0.12738037,7.59375,-20.71875,12.375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215169,0.14672852,-0.6663208,0.10858154,9.53125,-19.734375,12.21875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215187,0.17944336,-0.81573486,0.073913574,9.421875,-18.015625,10.71875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215243,0.17822266,-0.9067993,0.23236084,15.0625,-8.65625,12.171875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215262,0.052978516,-1.1477661,0.28240967,17.40625,-8.8125,9.765625,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215318,-0.0075683594,-1.2671509,0.11029053,23.109375,-5.734375,2.75,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215336,-0.059814453,-0.9360962,0.06585693,25.25,16.140625,-7.03125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215431,-0.15014648,-0.47930908,0.1239624,20.234375,25.015625,-7.8125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215435,0.4260254,-0.7608032,-0.06719971,-3.09375,-14.71875,1.65625,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215505,0.17675781,-1.3823853,-0.21661377,13.234375,45.078125,12.65625,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215510,0.3959961,-1.8213501,-0.1428833,-18.359375,29.96875,5.5,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215545,0.37719727,-2.0,-0.14898682,-40.96875,60.109375,-0.453125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215599,0.39282227,-1.5603638,-0.045715332,-19.515625,69.203125,-9.84375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215619,0.2854004,-1.0715942,0.1630249,-43.046875,55.40625,-10.59375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215656,-0.0009765625,-0.28375244,0.053649902,-49.203125,46.84375,-12.609375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215693,0.10595703,0.12689209,-0.15289307,-14.140625,24.296875,-6.890625,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215787,0.17529297,0.03314209,-0.35186768,-1.171875,7.890625,-7.703125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215791,0.18798828,-0.09454346,-0.016174316,-4.28125,-16.25,-1.671875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215824,0.3330078,-0.7112427,0.24041748,-6.96875,-40.359375,-2.8125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215862,0.7368164,-2.0,0.230896,11.96875,-53.21875,6.109375,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215899,0.48168945,-2.0,0.058532715,20.125,-76.4375,3.671875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215939,0.39648438,-2.0,0.41815186,25.40625,-67.75,7.0625,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438215973,0.0871582,-1.4907837,0.4237671,8.96875,-67.234375,5.671875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438216030,-0.1340332,-0.536438,0.11151123,12.734375,-49.0625,-11.171875,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
1635438216051,-0.21044922,0.15740967,-0.19342041,19.65625,-20.03125,-9.828125,Respeck,Running,11,s1820742,,Respeck_s1820742_Running_28-10-2021_17-23-46
