timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1635457233762,0.12670898,-0.987854,0.21014404,1.484375,-2.296875,1.0625,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457233819,0.11035156,-0.991272,0.19573975,0.765625,-1.703125,0.984375,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457233856,0.11450195,-0.9841919,0.20062256,1.03125,0.234375,0.53125,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457233894,0.11743164,-0.99346924,0.19744873,0.828125,-0.15625,0.140625,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457233933,0.11035156,-0.9915161,0.21600342,0.859375,1.15625,-0.015625,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457233968,0.13110352,-0.9793091,0.20062256,1.15625,1.03125,-0.171875,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234006,0.11401367,-0.9993286,0.21185303,1.015625,2.71875,-0.625,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234044,0.115722656,-0.9780884,0.20233154,2.65625,1.171875,0.125,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234081,0.10229492,-0.98760986,0.20819092,1.203125,3.375,-0.9375,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234119,0.09643555,-0.9949341,0.18060303,2.59375,4.65625,-0.796875,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234156,0.092285156,-0.9846802,0.19891357,2.359375,2.890625,-0.515625,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234212,0.11035156,-0.9871216,0.19915771,3.375,3.6875,0.125,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234250,0.10839844,-0.9981079,0.19403076,2.28125,1.625,0.390625,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234289,0.08325195,-0.9939575,0.18328857,3.328125,1.359375,1.40625,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234344,0.10424805,-0.99224854,0.199646,2.890625,0.734375,1.609375,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234363,0.09814453,-0.989563,0.19989014,2.125,0.859375,1.5625,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234401,0.09765625,-0.9898071,0.1876831,3.25,0.28125,1.921875,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234438,0.10449219,-0.99005127,0.1852417,3.046875,1.328125,2.03125,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
1635457234475,0.111328125,-1.0025024,0.16522217,3.484375,0.953125,2.34375,Respeck,Walking at normal speed,1,s2251802,,Respeck_s2251802_Walking at normal speed_28-10-2021_22-40-54
