timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1635452572756,-0.5053711,0.7736206,-0.042541504,0.0,0.46875,-0.671875,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452572798,-0.56103516,0.80633545,-0.050354004,-0.796875,5.84375,5.375,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452572832,-0.6020508,0.89056396,-0.044006348,-1.765625,7.421875,-0.171875,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452572869,-0.5275879,0.9179077,-0.07989502,-3.203125,7.9375,-10.265625,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452572906,-0.42871094,0.8300171,-0.15484619,-7.1875,8.671875,-11.75,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452572944,-0.421875,0.7848511,-0.14239502,-8.3125,11.4375,-1.875,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452572981,-0.5,0.7929077,-0.08502197,-8.921875,11.0625,4.484375,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573019,-0.5126953,1.026062,-0.09503174,-8.890625,9.640625,2.03125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573075,-0.4338379,1.119812,-0.16851807,-4.265625,8.03125,-8.5625,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573113,-0.43017578,1.0233765,-0.13604736,-0.421875,11.1875,-13.703125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573150,-0.42163086,0.7909546,-0.03717041,-3.8125,13.875,-11.796875,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573188,-0.4243164,0.7880249,0.012634277,-4.4375,12.796875,-4.40625,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573225,-0.4169922,0.89837646,-0.07989502,-9.8125,10.625,0.46875,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573263,-0.44335938,1.0060425,-0.089416504,-9.015625,9.765625,-2.53125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573300,-0.39697266,0.90789795,-0.10821533,-10.65625,6.96875,-6.5625,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573338,-0.36157227,0.90789795,-0.101379395,-9.09375,5.203125,-1.8125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573378,-0.3408203,0.87054443,-0.105773926,-6.203125,6.234375,3.546875,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573412,-0.34838867,0.8798218,-0.10284424,-7.078125,1.328125,6.453125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573450,-0.39257812,0.89471436,-0.10626221,-6.09375,-1.359375,7.984375,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573507,-0.40527344,0.92523193,-0.101135254,-1.75,1.515625,11.546875,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573544,-0.4050293,0.89178467,-0.13555908,-3.546875,0.5625,11.671875,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573581,-0.40795898,0.95355225,-0.07281494,3.390625,0.21875,13.21875,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573620,-0.42797852,1.038269,-0.070129395,0.453125,-2.296875,12.53125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573656,-0.4609375,1.270935,-0.14385986,2.890625,-8.3125,10.078125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573694,-0.8034668,1.4664917,-0.43756104,14.921875,2.4375,8.828125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573732,-1.1259766,1.1752319,-0.3743286,10.671875,19.46875,14.078125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573769,-0.8964844,0.8563843,-0.21343994,5.625,6.8125,14.828125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573806,-0.6286621,0.6832886,-0.105773926,21.78125,-0.328125,0.328125,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573844,-0.529541,0.727478,0.06121826,23.640625,-13.09375,-9.75,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
1635452573901,-0.45825195,0.79803467,-0.08502197,1.015625,-11.4375,-8.140625,Respeck,Climbing stairs,12,s2056220,,Respeck_s2056220_Climbing stairs_28-10-2021_21-23-00
