timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1635460332800,-0.20166016,-0.9859009,0.12762451,-0.9375,3.375,-2.703125,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460332894,-0.13232422,-1.0100708,0.1329956,2.265625,1.046875,-1.890625,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460332897,-0.1081543,-0.9788208,0.12664795,4.65625,-1.234375,0.265625,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460332933,-0.1508789,-0.96954346,0.1161499,4.109375,-1.25,1.65625,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460332969,-0.14477539,-0.97491455,0.11956787,5.609375,-2.359375,1.765625,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460333006,-0.19580078,-0.8699341,0.06097412,8.5625,-1.53125,2.5,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460333044,-0.23999023,-0.8220825,0.0119018555,13.78125,-0.609375,5.421875,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460333082,-0.2175293,-1.0862427,0.035339355,16.859375,-7.421875,5.296875,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460333118,-0.2355957,-1.2356567,0.12371826,6.5,-4.9375,7.296875,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460333157,-0.2746582,-1.0862427,0.10003662,-7.5,-2.921875,3.890625,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
1635460333195,-0.38867188,-0.91973877,0.1083374,-3.390625,-0.625,1.5625,Respeck,Descending stairs,13,s2106215,,Respeck_s2106215_Descending stairs_28-10-2021_23-32-19
