timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,recording_id
1635458680906,0.38745117,-0.8423462,0.4953003,11.59375,-0.140625,-9.578125,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458680943,0.25048828,-0.7620239,0.40740967,8.71875,4.015625,-1.234375,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458680983,0.23364258,-0.7476196,0.34710693,-1.296875,0.578125,10.078125,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458681038,0.296875,-0.9417114,0.3859253,2.0625,-3.984375,9.140625,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458681057,0.3544922,-1.0671997,0.4545288,9.515625,1.75,-1.9375,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458681093,0.30664062,-0.9290161,0.39178467,10.625,8.453125,-6.375,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458681131,0.24951172,-0.77545166,0.4154663,2.21875,6.28125,-3.375,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458681188,0.2241211,-0.83551025,0.45159912,2.65625,4.8125,1.125,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458681225,0.25439453,-0.9714966,0.4550171,-0.140625,7.453125,1.203125,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458681262,0.30029297,-1.0066528,0.43255615,-0.53125,13.140625,-3.890625,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458681299,0.43432617,-0.9314575,0.31195068,1.1875,19.140625,-1.4375,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
1635458681338,0.4885254,-0.7070923,0.22576904,7.328125,15.515625,2.625,Respeck,Descending stairs,13,s2101848,,Respeck_s2101848_Descending stairs_28-10-2021_23-04-47
