# Sensor type: Respeck
# Activity type: Climbing stairs
# Activity code: 12
# Subject id: s2056220
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1635452600037,-0.47265625,0.8475952,4.272461E-4,1.46875,0.015625,2.734375
1635452600074,-0.49316406,0.8656616,0.030700684,1.046875,0.3125,5.3125
1635452600115,-0.48095703,0.9369507,-0.003479004,0.0625,2.171875,4.34375
1635452600150,-0.47753906,0.93621826,-0.020324707,0.609375,-0.171875,1.796875
1635452600188,-0.50927734,0.89056396,0.0016479492,1.046875,1.0625,1.265625
1635452600244,-0.54296875,0.81829834,0.019470215,1.328125,5.71875,0.1875
1635452600281,-0.54003906,0.8344116,0.012390137,-3.828125,8.671875,-0.296875
1635452600320,-0.54541016,0.85687256,-0.06890869,-8.84375,12.703125,-1.578125
1635452600355,-0.4970703,0.89886475,-0.08062744,-5.140625,15.265625,-3.109375
1635452600394,-0.41796875,0.80511475,-0.1494751,-6.140625,15.96875,-6.921875
1635452600431,-0.41992188,0.7680054,-0.042541504,-10.96875,5.640625,3.984375
1635452600469,-0.4658203,0.9401245,-0.07354736,-18.328125,5.5625,13.3125
1635452600507,-0.52124023,1.2697144,-0.16949463,-8.1875,10.078125,4.453125
1635452600544,-0.51416016,1.0551147,-0.15655518,-0.328125,13.578125,-12.609375
1635452600581,-0.43115234,0.809021,0.020202637,-0.734375,12.375,-15.859375
1635452600638,-0.32543945,0.70477295,0.038757324,-3.4375,15.328125,-6.578125
1635452600676,-0.32714844,0.789978,-0.06060791,-12.296875,14.4375,7.015625
1635452600713,-0.421875,1.0426636,-0.07623291,-13.953125,7.6875,9.1875
1635452600750,-0.44458008,0.9989624,-0.15679932,-10.28125,-1.375,-1.546875
1635452600787,-0.41015625,0.934021,-0.07965088,-1.65625,-3.84375,-3.75
1635452600863,-0.36376953,0.84539795,-0.06304932,-4.375,2.828125,3.546875
1635452600866,-0.35205078,0.83026123,-0.08477783,-0.328125,0.53125,8.265625
1635452600901,-0.37451172,0.888855,-0.07623291,-0.765625,-5.15625,8.609375
