# Sensor type: Respeck
# Activity type: Running
# Activity code: 11
# Subject id: s2101848
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1635458428362,0.23144531,-0.8428345,0.49725342,8.28125,7.359375,-0.1875
1635458428399,0.22973633,-0.85406494,0.5097046,10.0,8.34375,0.125
1635458428438,0.20336914,-0.87164307,0.4833374,7.265625,10.203125,1.25
1635458428475,0.1875,-0.9053345,0.46624756,6.28125,13.296875,-1.015625
1635458428512,0.1875,-0.9158325,0.4899292,2.0625,16.828125,-2.390625
1635458428551,0.23632812,-0.87506104,0.44256592,-3.234375,24.0625,-2.78125
1635458428588,0.34033203,-0.7632446,0.36151123,10.140625,25.40625,-1.484375
1635458428626,0.44677734,-0.6194458,0.31097412,19.90625,10.234375,0.109375
1635458428663,0.4963379,-0.8897095,0.5993042,6.453125,-17.53125,8.421875
1635458428699,0.2836914,-1.1841431,0.8041382,9.28125,4.34375,11.515625
1635458428737,0.21289062,-0.9336548,0.52215576,17.765625,14.96875,14.421875
1635458428794,0.3149414,-0.6292114,0.38519287,11.140625,13.875,12.078125
1635458428831,0.25439453,-0.49639893,0.35809326,18.734375,1.484375,8.71875
1635458428869,0.2590332,-0.59454346,0.49798584,7.90625,-4.59375,7.984375
1635458428906,0.28222656,-0.76446533,0.6539917,-3.609375,-8.484375,5.515625
1635458428944,0.23266602,-0.9158325,0.7194214,-3.109375,4.84375,-1.078125
1635458428981,0.24121094,-1.1001587,0.73358154,-7.890625,24.46875,-11.921875
1635458429019,0.16674805,-1.2322388,0.94403076,-7.3125,45.078125,-18.15625
1635458429055,0.3684082,-1.1204224,0.57073975,-1.328125,37.59375,-16.203125
1635458429093,0.88183594,-1.0596313,0.24163818,23.21875,16.15625,-0.34375
1635458429131,0.7285156,-0.72442627,0.24725342,1.125,5.390625,-0.625
1635458429186,0.47583008,-0.51031494,0.03704834,29.421875,-15.5,4.953125
1635458429224,0.13745117,-0.59747314,0.14691162,24.890625,-29.453125,15.6875
1635458429262,0.13085938,-0.84088135,0.17596436,-7.53125,-33.53125,21.734375
1635458429299,0.37646484,-0.9644165,0.2514038,-18.84375,-18.203125,12.46875
