# Sensor type: Respeck
# Activity type: Running
# Activity code: 11
# Subject id: s2048692
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1635457982487,0.14477539,-1.0447388,0.3932495,6.28125,2.390625,8.03125
1635457982544,0.10546875,-1.1289673,0.41619873,5.1875,17.828125,6.734375
1635457982582,-0.040771484,-1.135315,0.34100342,10.75,28.15625,13.34375
1635457982618,0.076660156,-1.2307739,0.4862671,7.71875,16.515625,17.0625
1635457982655,0.2763672,-1.2766724,0.5302124,17.4375,11.984375,9.875
1635457982694,0.24633789,-1.0840454,0.338562,8.65625,2.5,4.515625
1635457982732,0.057861328,-0.7029419,0.22698975,-5.390625,7.765625,-1.0625
1635457982769,0.021484375,-0.3435669,-0.19488525,6.78125,12.203125,-2.9375
1635457982807,0.7319336,-0.83062744,-0.5269165,18.265625,-28.59375,24.96875
1635457982843,0.2512207,-0.52301025,0.2477417,-19.171875,-8.21875,-12.125
1635457982883,0.11621094,-1.206604,0.16497803,45.21875,2.671875,12.59375
1635457982938,0.31762695,-1.5015259,-0.15582275,7.671875,-13.578125,26.96875
1635457982977,0.21777344,-1.7815552,0.6593628,43.015625,16.140625,-31.328125
1635457983012,-0.23095703,-2.0,0.5385132,19.203125,41.359375,-35.9375
1635457983050,0.012207031,-1.5234985,0.19476318,-33.6875,36.078125,-34.9375
1635457983087,-0.4975586,-0.92071533,0.101989746,1.890625,51.125,-16.109375
1635457983125,-0.080566406,-0.024963379,-0.4758911,-33.859375,27.65625,15.46875
1635457983163,0.56689453,0.52801514,-0.014221191,-51.3125,10.75,15.984375
1635457983200,0.36376953,0.043151855,-0.08087158,-28.015625,-10.578125,1.015625
1635457983239,-0.1550293,-0.28741455,-0.45928955,-0.296875,-2.28125,-12.328125
1635457983294,1.0258789,-2.0,0.061706543,38.75,-34.5,9.453125
1635457983369,0.0871582,-2.0,0.023376465,-28.0625,19.15625,-16.578125
1635457983375,0.017578125,-1.7449341,0.3475952,-12.9375,-29.46875,21.078125
1635457983409,0.26049805,-1.4758911,0.98236084,1.953125,-15.046875,20.828125
1635457983443,0.609375,-1.3804321,0.04144287,-37.234375,-31.453125,4.84375
1635457983480,0.0949707,0.13739014,-0.12774658,-53.265625,-12.296875,10.859375
1635457983518,-0.75390625,0.98968506,-0.3826294,21.0625,6.5625,5.859375
1635457983556,-0.05029297,-0.26593018,0.07659912,-21.0625,-16.765625,-42.703125
1635457983593,0.07080078,-0.22467041,0.11053467,-18.921875,22.96875,-46.140625
1635457983631,0.18383789,0.1461792,-0.21173096,11.59375,22.40625,-10.890625
1635457983669,1.3393555,-2.0,-0.3892212,116.515625,-38.484375,95.109375
1635457983725,0.25756836,-2.0,0.61761475,-74.234375,-40.640625,-51.609375
1635457983762,-0.68774414,-1.4519653,1.2453003,20.46875,72.46875,-48.953125
1635457983800,0.23486328,-2.0,-0.22296143,46.421875,18.9375,9.65625
1635457983838,0.17553711,-1.7979126,0.39105225,-59.921875,39.765625,-53.78125
1635457983875,-0.23242188,-0.35699463,0.13201904,-3.875,21.09375,-28.90625
1635457983917,0.24658203,0.51190186,-0.34039307,18.578125,-17.53125,25.84375
1635457983951,0.41210938,0.15618896,-0.3447876,-69.84375,-19.8125,36.71875
1635457983989,-0.13891602,-0.18023682,-0.028381348,-12.734375,-13.828125,-0.484375
1635457984025,-0.12524414,-0.22564697,-0.31011963,17.265625,-25.21875,-12.59375
1635457984065,0.42114258,-1.3538208,-0.2937622,81.125,-19.90625,8.953125
1635457984100,0.7067871,-2.0,-0.3760376,84.015625,15.609375,20.84375
1635457984158,0.3449707,-1.328186,-0.13946533,0.671875,-45.515625,4.421875
1635457984195,-0.1159668,-1.602356,1.0438843,-9.328125,-14.703125,32.15625
1635457984233,0.0031738281,-2.0,0.11199951,25.28125,-23.3125,29.171875
1635457984270,0.4020996,-0.69781494,0.2062378,-69.359375,-21.875,-0.59375
1635457984305,-0.18188477,1.0133667,0.2826538,-8.578125,21.078125,0.578125
1635457984344,-0.65063477,0.5477905,-0.57281494,-9.421875,-0.359375,-15.3125
1635457984382,0.2355957,-0.5889282,0.0067749023,-8.40625,-9.953125,-37.734375
1635457984420,0.17797852,-0.25836182,0.1473999,-13.625,20.171875,-29.046875
1635457984456,0.13696289,0.13983154,-0.3657837,98.40625,11.625,5.3125
1635457984493,1.0268555,-2.0,0.04144287,-2.8125,-3.546875,75.984375
1635457984551,0.19799805,-2.0,1.3241577,-12.3125,-29.9375,-75.984375
1635457984588,-0.67333984,-1.5269165,1.2536011,39.765625,63.28125,-22.5
1635457984624,0.50512695,-2.0,-0.2732544,24.0625,39.890625,-1.46875
1635457984663,0.20458984,-1.3965454,0.47454834,-76.96875,29.65625,-42.078125
1635457984699,-0.50512695,0.014831543,-0.18243408,-1.640625,43.953125,-18.578125
1635457984737,0.39794922,0.3805542,-0.4578247,13.15625,-13.5,37.53125
1635457984776,0.6672363,0.20916748,-0.121154785,-59.34375,-24.359375,41.984375
1635457984814,-0.13549805,0.06121826,0.109802246,-11.296875,21.1875,-14.96875
1635457984850,-0.2331543,-0.46173096,-0.45806885,1.53125,-14.90625,-9.703125
1635457984887,0.3154297,-2.0,0.09588623,61.75,-24.03125,8.984375
1635457984944,1.2578125,-2.0,0.30633545,-43.578125,0.78125,3.546875
1635457984981,0.1184082,-1.2554321,0.4772339,13.78125,-37.359375,11.203125
1635457985022,-0.1862793,-1.6829224,0.7145386,9.234375,-28.90625,35.765625
1635457985061,0.32080078,-1.7966919,0.05706787,-26.4375,-14.71875,12.609375
1635457985094,0.21655273,0.038757324,0.19329834,-51.875,-2.0625,-7.953125
1635457985132,-0.55249023,1.2855835,-0.021057129,25.546875,34.90625,2.09375
1635457985172,-0.022216797,1.8310547E-4,-0.14508057,-12.140625,-29.203125,-29.390625
1635457985206,0.21069336,-0.2859497,-0.011291504,-16.515625,13.671875,-43.8125
1635457985245,0.16113281,-0.018859863,-0.07159424,18.65625,23.875,-19.875
1635457985281,1.1828613,-2.0,-0.17388916,95.296875,-60.34375,109.9375
1635457985318,-0.16113281,-2.0,0.73846436,-71.328125,-53.0,-55.828125
1635457985378,-1.0334473,-1.4077759,1.453064,74.734375,81.46875,-45.875
1635457985416,0.5751953,-2.0,-0.8291626,19.34375,24.71875,11.6875
1635457985450,0.29174805,-1.4995728,0.7770386,-53.1875,28.4375,-37.15625
1635457985487,-0.39013672,-0.30377197,0.13665771,-13.9375,23.96875,-26.65625
1635457985524,0.032226562,0.43084717,-0.47076416,30.703125,9.46875,42.578125
1635457985562,0.5012207,0.3756714,-0.11090088,-60.484375,-49.859375,46.9375
1635457985600,-0.091552734,0.08880615,0.19036865,-25.171875,3.65625,-6.546875
1635457985639,-0.20141602,-0.32208252,-0.380188,19.96875,-18.875,-11.875
1635457985675,0.39575195,-1.9805298,-0.11187744,78.46875,-22.890625,17.21875
1635457985713,1.2304688,-2.0,0.3053589,23.265625,-31.375,43.234375
1635457985771,0.20288086,-1.3938599,0.18988037,2.140625,-66.734375,5.765625
1635457985806,-0.15795898,-1.5549927,1.1386108,7.96875,-29.40625,35.125
1635457985845,0.44750977,-2.0,-0.050109863,-22.59375,-36.953125,7.015625
1635457985881,0.051757812,-0.17193604,0.25726318,-55.546875,-5.125,-10.1875
1635457985919,-0.7607422,1.2584839,-0.26275635,25.78125,42.109375,1.203125
1635457985956,0.14990234,0.16546631,-0.18536377,1.125,-16.375,-34.546875
1635457985994,0.38012695,-0.4199829,0.085632324,-13.84375,15.25,-44.578125
1635457986031,0.05053711,-0.19244385,-0.1194458,-21.25,27.53125,-10.03125
1635457986069,1.2224121,-1.8479614,-0.27471924,197.17188,-53.828125,85.9375
1635457986106,0.05834961,-2.0,0.08270264,-71.453125,-5.46875,-19.65625
1635457986163,-0.626709,-1.4229126,1.5629272,28.8125,70.234375,-65.78125
1635457986200,0.03149414,-1.9400024,-0.25054932,74.53125,32.9375,2.46875
1635457986239,0.3317871,-1.7175903,0.18475342,-64.8125,20.234375,-37.53125
1635457986278,-0.26611328,-0.3772583,0.06488037,-11.03125,41.078125,-29.65625
1635457986312,0.23486328,0.447937,-0.38189697,20.0,13.328125,30.71875
1635457986350,0.50341797,0.29193115,-0.19976807,-75.828125,-34.0625,46.375
