# Sensor type: Respeck
# Activity type: Movement
# Activity code: 9
# Subject id: s1788488
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1635453024855,0.00390625,-1.0122681,0.066833496,5.3125,0.234375,-0.328125
1635453024893,0.04296875,-1.0420532,0.074401855,0.921875,-1.03125,-0.78125
1635453024931,0.0075683594,-0.9841919,0.089538574,1.640625,-0.46875,-0.734375
1635453024969,-0.006591797,-0.9985962,0.058044434,2.640625,0.28125,-1.390625
1635453025006,0.060546875,-1.083313,0.07122803,5.0625,-2.25,-0.84375
1635453025044,0.07763672,-1.0147095,0.059020996,2.109375,-2.59375,0.9375
1635453025099,0.008300781,-0.92559814,0.05682373,-0.6875,-2.0625,-1.109375
1635453025138,-0.045410156,-0.9873657,0.054138184,1.03125,-0.296875,-3.0625
1635453025174,-0.024658203,-1.0078735,0.116882324,-0.21875,0.65625,-0.875
1635453025212,-0.0021972656,-0.9644165,0.08123779,4.171875,1.4375,0.390625
1635453025251,0.068603516,-1.05719,0.12713623,-0.171875,0.359375,-0.40625
1635453025307,0.057373047,-1.0430298,0.13470459,-0.921875,-6.328125,-1.078125
1635453025326,-0.017822266,-0.98516846,0.03753662,4.296875,-3.9375,1.71875
1635453025362,0.0075683594,-0.96466064,0.08099365,0.671875,-4.921875,2.640625
1635453025400,0.0063476562,-0.99224854,0.11859131,1.078125,-5.59375,0.625
1635453025438,-0.068603516,-1.0215454,0.070007324,-1.21875,-2.328125,-0.046875
1635453025493,-0.064453125,-0.97369385,0.07904053,2.34375,-1.703125,1.71875
1635453025531,-0.021240234,-0.9741821,0.04827881,2.5,-0.046875,2.796875
1635453025590,-0.060791016,-1.0874634,0.009460449,6.8125,1.328125,2.890625
1635453025606,-0.043945312,-1.0818481,-0.027160645,2.0625,7.015625,1.328125
1635453025643,0.014404297,-1.052063,-0.0051879883,10.71875,7.203125,3.640625
1635453025682,0.08618164,-1.0576782,-0.018859863,9.578125,0.765625,3.921875
1635453025719,0.08666992,-1.1045532,-6.1035156E-5,4.828125,-4.875,2.046875
1635453025757,-0.037597656,-1.1721802,-0.009094238,5.25,-6.375,3.609375
1635453025794,-0.16381836,-1.0886841,0.0036010742,-4.625,-1.296875,3.5
1635453025832,-0.1496582,-1.0610962,0.06561279,8.234375,1.328125,5.75
1635453025888,-0.07519531,-1.0166626,0.07318115,9.578125,2.1875,11.28125
1635453025927,-0.11010742,-0.911438,0.09588623,6.34375,-0.75,11.8125
1635453025962,-0.072509766,-0.7564087,0.15301514,12.53125,-2.125,8.71875
1635453026000,0.053222656,-0.77130127,0.17547607,6.03125,-13.375,6.421875
1635453026038,-0.021484375,-0.86968994,0.08148193,-0.765625,-20.875,5.109375
1635453026075,-0.15039062,-0.91363525,0.016052246,-7.546875,-16.234375,0.046875
1635453026112,-0.08203125,-0.897522,-0.19244385,22.390625,-8.875,-4.078125
1635453026150,0.40625,-1.7859497,0.078063965,21.40625,-13.796875,-5.875
1635453026187,0.3972168,-1.3899536,0.055358887,-25.640625,-35.078125,-3.1875
