# Sensor type: Respeck
# Activity type: Walking at normal speed
# Activity code: 1
# Subject id: s1788488
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1635452857812,0.014892578,-0.9961548,0.09661865,2.875,1.515625,-0.234375
1635452857869,-0.017822266,-1.006897,0.058288574,3.078125,3.734375,0.625
1635452857906,0.021972656,-1.0449829,0.08441162,3.75,4.78125,0.8125
1635452857944,0.014892578,-1.0149536,0.0836792,2.828125,6.109375,0.1875
1635452857981,0.013671875,-0.99957275,0.016784668,5.96875,5.125,1.921875
1635452858018,0.09863281,-0.9976196,0.024597168,5.890625,7.84375,3.6875
1635452858058,0.10107422,-1.0054321,0.09710693,1.796875,4.625,0.53125
1635452858113,0.01171875,-0.97052,0.07904053,1.28125,0.078125,-0.0625
1635452858131,0.025146484,-1.0005493,0.054138184,4.78125,-0.765625,2.328125
1635452858168,0.0859375,-1.0239868,0.07879639,1.6875,0.09375,1.078125
1635452858206,0.0390625,-0.9859009,0.09124756,1.828125,-1.40625,0.96875
1635452858263,0.056152344,-0.9951782,0.05218506,4.09375,-1.53125,3.359375
1635452858300,0.111572266,-0.9990845,0.089782715,2.34375,-2.84375,2.28125
1635452858356,0.10229492,-0.9702759,0.08392334,0.5625,-5.34375,1.78125
1635452858376,0.06591797,-1.0088501,0.051696777,1.625,-6.0625,0.71875
1635452858413,0.044433594,-1.0078735,0.082458496,-4.0625,-6.0,-1.078125
1635452858450,0.026855469,-0.9771118,0.005065918,1.0625,-6.625,-0.90625
1635452858488,0.059326172,-0.9607544,0.039978027,3.15625,-1.625,1.25
1635452858525,-7.324219E-4,-0.9463501,0.020935059,6.328125,-5.015625,3.265625
1635452858563,-0.024658203,-1.0339966,-0.0017700195,5.546875,-7.21875,1.6875
1635452858600,-0.05859375,-1.0918579,0.050964355,3.59375,-6.625,-1.546875
1635452858656,-0.06225586,-1.052063,0.081726074,6.46875,-4.96875,0.453125
1635452858694,-0.0126953125,-0.9248657,0.10760498,5.578125,-4.78125,0.5625
1635452858731,-0.0021972656,-0.9470825,0.06854248,9.796875,-9.375,1.015625
1635452858788,-0.026367188,-0.98101807,0.042907715,8.640625,-11.015625,1.4375
1635452858807,-0.009521484,-0.99835205,0.0211792,9.859375,-12.25,0.5
1635452858844,-0.032470703,-1.0120239,0.062927246,4.296875,-13.40625,1.515625
1635452858882,-0.029785156,-0.9702759,0.07171631,4.46875,-15.1875,3.734375
1635452858919,-0.05517578,-1.0042114,0.09661865,-0.109375,-19.59375,1.71875
1635452858956,-0.1743164,-1.1360474,0.047058105,1.0625,-18.890625,-1.28125
1635452858994,-0.20581055,-1.25177,0.14569092,-2.90625,-7.78125,1.296875
1635452859035,-0.2692871,-1.1646118,0.13616943,-3.21875,-14.515625,-4.28125
1635452859088,-0.118652344,-1.2525024,-0.04864502,19.890625,-10.859375,-2.34375
1635452859125,0.19580078,-1.1668091,0.0021362305,2.046875,-20.078125,4.21875
1635452859163,0.36035156,-0.9055786,-0.15631104,3.828125,-12.8125,0.40625
1635452859202,0.32421875,-0.68756104,0.059509277,2.9375,-1.4375,-4.671875
1635452859238,0.3269043,-0.99884033,0.04876709,1.234375,-24.671875,-5.734375
1635452859275,0.0625,-1.2214966,-0.018859863,-2.890625,-5.96875,-10.546875
1635452859313,0.029296875,-1.1758423,-0.017150879,-2.640625,1.640625,3.46875
1635452859350,0.125,-0.8909302,0.11810303,-11.28125,5.515625,1.328125
1635452859387,0.11791992,-0.7949829,0.16278076,-10.015625,-0.5,-1.734375
1635452859428,0.06665039,-0.9475708,0.12371826,-6.875,-1.328125,8.40625
1635452859482,0.055908203,-0.9170532,0.1942749,-20.359375,1.875,2.875
1635452859525,-0.06518555,-0.8201294,0.24066162,-12.46875,7.875,-8.84375
1635452859557,-0.083496094,-0.7456665,0.1642456,-1.734375,11.234375,-3.21875
1635452859594,0.028808594,-0.81500244,0.28363037,-8.859375,18.25,-4.09375
1635452859636,0.08251953,-1.0247192,0.3829956,-10.90625,18.75,-8.5625
1635452859668,0.104003906,-1.25177,0.35394287,0.203125,9.40625,-4.90625
1635452859710,0.12915039,-1.3379517,0.48065186,-12.09375,4.84375,-1.671875
1635452859744,-0.01977539,-1.3513794,0.38690186,-2.59375,-7.109375,-4.40625
1635452859781,0.029785156,-0.9614868,0.16644287,14.53125,2.1875,-1.578125
1635452859819,0.19042969,-0.7683716,0.010681152,15.421875,-2.546875,4.578125
1635452859878,0.32202148,-0.9829712,-0.37774658,15.1875,5.328125,15.40625
1635452859912,0.21313477,-1.2622681,-0.2625122,3.90625,21.984375,2.6875
1635452859950,0.3095703,-1.0073853,0.24017334,-5.453125,2.046875,-8.28125
1635452859989,0.13793945,-0.7407837,0.16766357,1.234375,-17.640625,-9.359375
1635452860026,-0.07788086,-0.74420166,-0.038146973,33.359375,-9.78125,1.375
1635452860063,0.099609375,-0.7776489,-0.03692627,21.15625,-7.5,7.234375
1635452860101,0.19970703,-0.8557739,0.0079956055,16.984375,-20.53125,3.390625
1635452860138,-0.14013672,-1.0220337,-0.014709473,7.8125,-20.3125,-5.109375
1635452860175,-0.21411133,-1.0181274,0.1071167,3.828125,-12.4375,0.8125
1635452860213,-0.07299805,-1.050354,0.17913818,2.234375,-13.6875,4.015625
1635452860251,-0.12548828,-1.0601196,0.08709717,3.09375,-13.34375,-1.34375
1635452860307,-0.17749023,-1.2456665,0.09124756,1.96875,-4.796875,-4.40625
1635452860344,0.11254883,-1.2947388,0.062194824,7.296875,-17.8125,-2.890625
1635452860382,0.09863281,-1.1411743,-0.06524658,-4.34375,-25.546875,-3.5
1635452860419,0.13867188,-0.9546509,-0.22003174,18.484375,-10.90625,-4.8125
1635452860457,0.4255371,-0.8579712,0.11639404,-1.3125,5.875,-7.359375
1635452860494,0.32421875,-1.3501587,0.19476318,-2.6875,-16.203125,-5.609375
1635452860531,-0.09033203,-1.2139282,-0.04058838,-3.578125,-6.09375,-0.6875
1635452860569,-0.05883789,-0.9421997,-0.085510254,-9.609375,8.859375,4.203125
1635452860607,0.0847168,-0.80303955,0.15570068,-15.75,22.4375,4.703125
1635452860644,0.12158203,-0.68951416,0.2609253,-14.484375,15.046875,5.359375
1635452860700,0.014404297,-0.74176025,0.09539795,-7.375,10.578125,1.796875
1635452860738,-0.059570312,-0.8418579,0.030456543,-6.890625,10.0,-0.734375
1635452860779,0.059570312,-0.8274536,0.2999878,-11.109375,35.65625,-7.96875
1635452860814,0.040527344,-0.92803955,0.3986206,-3.796875,20.59375,-14.171875
1635452860850,0.0034179688,-1.1360474,0.230896,-1.375,11.671875,-9.875
1635452860887,0.13134766,-1.3269653,0.42279053,-6.0625,8.71875,3.296875
1635452860925,-0.068847656,-1.1465454,0.22943115,-4.0,-4.234375,-8.390625
1635452860962,0.0793457,-1.2244263,-0.018127441,-2.71875,11.0,4.46875
1635452861000,0.38452148,-0.91485596,-0.036193848,6.265625,10.0,15.171875
1635452861037,0.23071289,-0.9229126,-0.34552002,3.71875,7.5625,9.28125
1635452861132,-0.061767578,-1.2527466,-0.23101807,-4.0625,30.203125,-3.640625
1635452861133,0.24414062,-1.0613403,0.19891357,13.390625,11.453125,0.203125
1635452861168,0.18481445,-0.831604,0.17108154,4.765625,3.265625,-8.890625
1635452861206,-0.0043945312,-0.7263794,0.008728027,14.109375,-6.3125,-2.359375
1635452861244,-0.027832031,-0.70196533,9.1552734E-4,13.984375,-3.4375,2.234375
1635452861283,0.05444336,-0.833313,0.06048584,15.21875,-16.953125,0.484375
1635452861319,-0.10083008,-0.98443604,0.03338623,3.546875,-8.703125,-2.515625
1635452861358,-0.25170898,-1.0303345,0.07366943,5.140625,-6.0,0.65625
1635452861394,-0.16381836,-1.0733032,0.07952881,1.0,-1.390625,2.40625
1635452861431,-0.024169922,-1.218811,0.14349365,-2.90625,-3.96875,-3.328125
1635452861488,-0.19824219,-1.1773071,0.13372803,-3.0625,-3.640625,-9.234375
1635452861525,-0.17138672,-1.1946411,0.06854248,-0.84375,-17.921875,-11.890625
1635452861563,-0.033447266,-1.1130981,-0.10089111,-3.984375,-20.25,-12.0
1635452861600,0.25463867,-0.9182739,-0.0020141602,11.15625,10.359375,2.46875
1635452861637,0.6491699,-0.91070557,0.28851318,-3.296875,-13.171875,-10.15625
1635452861676,0.32910156,-1.40094,0.1539917,0.0625,-19.9375,-15.078125
1635452861713,-0.2902832,-1.3469849,-0.04498291,-5.0,-7.15625,1.046875
1635452861750,-0.15673828,-0.8731079,0.019226074,-8.265625,8.953125,11.078125
1635452861787,0.14282227,-0.6460571,0.18060303,-10.78125,11.5625,11.203125
1635452861863,0.08227539,-0.7085571,0.27337646,-9.28125,9.625,6.328125
1635452861867,-0.037841797,-0.73638916,0.18450928,-7.9375,7.09375,10.578125
1635452861919,-0.043945312,-0.7420044,0.23236084,0.46875,6.640625,-1.25
1635452861957,-0.014404297,-0.8015747,0.29632568,-2.546875,13.71875,-4.359375
1635452862013,-0.0949707,-1.0386353,0.3776245,0.875,15.390625,-5.671875
1635452862032,-0.041992188,-1.3587036,0.21746826,17.5,7.09375,2.1875
1635452862068,0.14648438,-1.2815552,0.5817261,-24.890625,25.0,2.796875
1635452862106,-0.072265625,-1.4614868,0.30267334,5.875,-13.296875,-6.65625
1635452862144,0.017822266,-1.0984497,0.08123779,6.34375,13.34375,5.953125
1635452862181,0.28930664,-0.673645,0.03656006,14.65625,8.109375,9.8125
1635452862219,0.19995117,-0.90875244,-0.37139893,11.375,6.078125,11.96875
1635452862256,0.006591797,-1.1812134,-0.3147583,8.65625,32.734375,2.125
1635452862312,0.2734375,-1.0178833,0.16595459,6.578125,20.0,-2.484375
1635452862351,0.26367188,-0.75567627,0.25579834,4.828125,-4.390625,-8.21875
1635452862388,-0.068847656,-0.7781372,0.022644043,17.171875,-1.609375,-6.984375
1635452862425,-0.17211914,-0.8323364,-0.06744385,17.59375,0.171875,1.578125
1635452862463,0.045654297,-0.86846924,-0.008605957,10.875,-1.5625,1.265625
